ConfigRuleName,ResourceId,ResourceType
securityhub-s3-bucket-ssl-requests-only-cc6cd8d9,topps-datadog-terraform,AWS::S3::Bucket
securityhub-s3-bucket-ssl-requests-only-cc6cd8d9,topps-experience-web-assets-production,AWS::S3::Bucket
securityhub-s3-bucket-ssl-requests-only-cc6cd8d9,topps-nft-assets-production,AWS::S3::Bucket
securityhub-s3-bucket-ssl-requests-only-cc6cd8d9,topps-nft-enclave-production,AWS::S3::Bucket
securityhub-s3-bucket-ssl-requests-only-cc6cd8d9,toppsnfts-static-assets,AWS::S3::Bucket
securityhub-s3-bucket-ssl-requests-only-cc6cd8d9,tx-issuer-production,AWS::S3::Bucket
securityhub-s3-bucket-ssl-requests-only-cc6cd8d9,tx-signer-production,AWS::S3::Bucket
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:DdApiKeySecret-x6tsdU8I8zKV-rwWUPd,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:enclave-executor-secrets-HW6FBG,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:lambda-balance-primary-relay-secrets-f92jqs,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:lambda-balance-secondary-relay-secrets-JOwjeT,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:lambda-cc-secondary-relay-secrets-7fOwgU,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:lambda-relay-secrets-wGtpI0,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:nft-production-RDS-secret-gZxUTY,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:nft-production-test-secret-hesXcT,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:payment-gateway-secrets-8s1MA3,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:smPostgresPassword-Tnd3FUiqzz2B-GmcpJV,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:smPostgresPassword-wDJUMn6WXTQa-4Js3AA,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:topps-blockchain-production-2021-06-09-Sz6FKK,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:tx-issuer-secrets-TnlUOh,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:tx-signer-secrets-ymMAJy,AWS::SecretsManager::Secret
securityhub-secretsmanager-rotation-enabled-check-2cd00c6b,arn:aws:secretsmanager:us-east-1:536184987351:secret:wallet-factory-secrets-zx7vMK,AWS::SecretsManager::Secret
securityhub-service-vpc-endpoint-enabled-e8e344be,vpc-0af854929d6f4a558,AWS::EC2::VPC
securityhub-service-vpc-endpoint-enabled-e8e344be,vpc-0fef25a92a5271423,AWS::EC2::VPC
securityhub-sns-encrypted-kms-e2d55d37,arn:aws:sns:us-east-1:536184987351:cloudtrail-us-east-1,AWS::SNS::Topic
securityhub-sns-encrypted-kms-e2d55d37,arn:aws:sns:us-east-1:536184987351:config-topic,AWS::SNS::Topic
securityhub-sns-encrypted-kms-e2d55d37,arn:aws:sns:us-east-1:536184987351:temporary,AWS::SNS::Topic
securityhub-vpc-default-security-group-closed-e77f9cc1,sg-070ed3d7d6f8d092d,AWS::EC2::SecurityGroup
securityhub-vpc-default-security-group-closed-e77f9cc1,sg-0e51006b1e0e5b1fc,AWS::EC2::SecurityGroup
securityhub-vpc-network-acl-unused-check-4cb3c53b,acl-07e4fa74336fcfb21,AWS::EC2::NetworkAcl
securityhub-vpc-network-acl-unused-check-4cb3c53b,acl-08c06e5a0d1cb4727,AWS::EC2::NetworkAcl
